Pressure_V	Force_N
1.967095	119.709705617548
2.018643	137.566961833285
2.05376		149.256806143273
2.003501	136.820656293469
1.991581	139.140469618202
2.044095	160.492185498596
2.057304	156.024884087713
2.080179	178.698803333183
2.072124	183.532987282517
2.112074	215.002869981554
2.067292	185.593207157092
2.129472	204.902821993443
2.135915	217.623343942055
2.199383	226.94193319526
2.248998	266.894925651863
2.325354	253.424875938638
2.27735		282.337750333409
2.258986	262.945240280284
2.341462	294.96080169689
2.368847	297.080213882042
2.492562	357.317062927157
2.568596	382.651887144169
2.654938	391.905410396819
2.791541	428.756902450064
2.482575	353.681240109503
2.774787	432.601733336028
2.682968	411.165964883245
2.917833	449.981810140683
2.779298	425.82503372247
2.748047	453.532070397432
1.95002		106.295376094173
2.06117		162.003326858336
2.04184		150.810775742194
2.053438	153.452514631535
1.994158	135.52902118062
1.971606	110.547756211281
1.951631	106.069809463716
1.999635	130.032549973677
1.995447	131.610887972753
2.028953	140.607287100886
2.055049	149.276122951254
2.045384	148.907276992715
2.173287	208.321391877949
2.32922		260.714291645859
2.226124	243.440448114172
2.268329	242.020893275664
2.248676	238.343059981444
2.349839	265.16330800153
2.34855		271.555237270723
2.291203	248.188475514238
2.45068		343.101068156906
2.795729	415.131871574552
2.952306	456.3674945098
2.824725	432.542485647436
2.747403	418.891094142889
2.942963	454.287694376395
2.828268	443.088447044246
2.73967		413.010798443155
2.773821	422.48248579106
3.115326	523.164467845019
2.479998	311.104485016117
2.634641	353.786987861687
2.693599	379.891264976564
2.697143	375.616264997715
2.566985	342.763801437576
2.649461	370.827389789142
2.760612	412.915644563536
2.881427	443.809725665254
2.897536	437.706016346355
3.153021	533.177079008518
2.29958		256.331603555151
2.500295	325.810661555816
2.634964	360.500183890115
2.57375		362.576970158351
2.194873	219.863480900586
2.347584	278.281664802264
2.631098	341.532945136329
2.385923	294.301325518215
2.539922	330.298217579112
2.51737		326.92493207826
2.264785	218.852956432939
2.42104		281.832096399124
2.492562	311.667986194644
2.599847	333.199134140153
2.563763	319.149086965523
2.609834	323.689658984655
2.57955		336.09112706873
2.750302	380.223716731972
2.221936	202.537225832178
2.311178	233.908345807614
2.116585	167.730262900209
2.133015	182.975222924941
2.218392	200.766594483446
2.219036	210.570219351774
2.206793	203.326524466817
2.224513	207.509731874369
2.222258	206.931129944616
2.27735		230.869211528165
2.308923	248.388855641136
2.292492	243.097863010532
2.474198	300.333575856479
2.72034		414.266567005452
2.82408		419.697502245668
2.777687	402.432871301467
2.646562	356.063424332794
2.556675	349.656015374438
2.633353	366.703039624403
2.731616	396.456832443033
2.654616	358.9871308663
2.820858	431.601432759416
2.639796	392.96284352542
2.90849		468.729172866767
3.00031		485.605237980765
3.074732	497.450929648558
2.865641	432.731022154361
2.849532	432.66904650146
2.906557	444.586094410207
3.032205	472.869728484695
2.89367		454.986716638605
3.040259	500.494355539288
2.276061	246.322237571011
2.265751	229.466369174013
2.270906	227.885129410232
2.112718	170.253751550613
1.986748	121.215045805607
2.108852	167.845172078082
2.084045	164.606552070821
2.103053	165.287515284922
2.064392	145.91145247311
2.198417	206.991383649565
2.283793	248.057161158666
2.330186	261.658644666067
2.259952	240.267398331163
2.316977	250.630195075228
2.330186	271.280173401531
2.334697	279.6480976282
2.402031	283.787706317319
2.491596	312.417100968732
2.435215	300.36029849725
2.743214	405.754792629986
2.710352	407.946486172968
2.75449		429.964149702867
2.835356	467.49737548389
2.901402	480.443358976534
2.965193	477.857259454507
2.842766	449.466910641093
2.906879	465.344958207093
2.921055	482.336644823965
3.094707	521.601042390382
3.198769	573.966543262467
2.501905	328.976287410802
2.805716	414.861018134615
2.306345	240.04510725371
2.796373	431.471761725287
2.491596	303.115813177935
2.590826	353.066356188629
2.660738	358.049540107895
2.700687	381.775183074331
2.617244	353.833080890837
3.141744	550.170560535119
2.380123	271.064981324177
2.461311	314.218215007867
2.617888	362.703278331991
2.671369	382.886045765509
2.652039	366.802331292033
2.603068	356.641011366893
2.804105	421.104976602883
2.674591	365.664226188635
2.35886		273.80718368463
2.641729	351.983480709765
2.458412	302.34103973637
2.559897	342.647323627324
2.527679	336.410821942138
2.22258		217.799920209452
2.565696	335.743988862488
2.47001		308.002390542628
2.447458	310.27404472552
2.557642	325.877970112487
2.498039	312.390897209864
2.650428	367.80742179458
1.985782	124.539286966087
1.994803	131.503893818552
2.105308	169.800507840242
2.100476	167.388467712998
2.104986	168.839160828443
2.167488	195.611657149309
2.152024	195.626768969068
2.146869	196.062716555918
2.187785	213.121771042533
2.153312	199.326182542531
2.37819		278.978407861823
2.525102	321.618090229799
2.542822	331.806470218787
2.555709	332.058018940571
2.439404	307.884537732188
2.642696	382.963030223786
2.59147		343.1804168039
2.788319	404.176225382145
2.733227	394.484319601288
2.844377	431.535412534104
2.540566	344.031256316425
2.643018	380.671930209415
2.696821	387.410112913979
2.796695	423.068947409888
2.734516	420.706700994716
2.721629	393.415793789115
2.849532	450.818225384678
2.907846	444.912411518917
2.804105	444.581011079655
2.828268	435.267801433476
2.47291		299.893898480373
2.629809	360.498832242503
2.614989	356.016211619092
2.750624	404.163539192687
2.120451	175.204000156925
2.552165	337.660567328791
2.312467	254.921165753896
2.552165	322.665256002592
2.450358	305.487209723274
2.302157	240.336371903299
2.202283	226.638900251762
